sem_images/data/sem_0000_1.jpg,sem_images/data/sem_0000_1_depth.png
sem_images/data/sem_0000_2.jpg,sem_images/data/sem_0000_2_depth.png
sem_images/data/sem_0000_3.jpg,sem_images/data/sem_0000_3_depth.png
sem_images/data/sem_0000_4.jpg,sem_images/data/sem_0000_4_depth.png
sem_images/data/sem_0000_5.jpg,sem_images/data/sem_0000_5_depth.png
sem_images/data/sem_0001_1.jpg,sem_images/data/sem_0001_1_depth.png
sem_images/data/sem_0001_2.jpg,sem_images/data/sem_0001_2_depth.png
sem_images/data/sem_0001_3.jpg,sem_images/data/sem_0001_3_depth.png
sem_images/data/sem_0001_4.jpg,sem_images/data/sem_0001_4_depth.png
sem_images/data/sem_0001_5.jpg,sem_images/data/sem_0001_5_depth.png
sem_images/data/sem_0002_1.jpg,sem_images/data/sem_0002_1_depth.png
sem_images/data/sem_0002_2.jpg,sem_images/data/sem_0002_2_depth.png
sem_images/data/sem_0002_3.jpg,sem_images/data/sem_0002_3_depth.png
sem_images/data/sem_0002_4.jpg,sem_images/data/sem_0002_4_depth.png
sem_images/data/sem_0002_5.jpg,sem_images/data/sem_0002_5_depth.png
sem_images/data/sem_0003_1.jpg,sem_images/data/sem_0003_1_depth.png
sem_images/data/sem_0003_2.jpg,sem_images/data/sem_0003_2_depth.png
sem_images/data/sem_0003_3.jpg,sem_images/data/sem_0003_3_depth.png
sem_images/data/sem_0003_4.jpg,sem_images/data/sem_0003_4_depth.png
sem_images/data/sem_0003_5.jpg,sem_images/data/sem_0003_5_depth.png
sem_images/data/sem_0004_1.jpg,sem_images/data/sem_0004_1_depth.png
sem_images/data/sem_0004_2.jpg,sem_images/data/sem_0004_2_depth.png
sem_images/data/sem_0004_3.jpg,sem_images/data/sem_0004_3_depth.png
sem_images/data/sem_0004_4.jpg,sem_images/data/sem_0004_4_depth.png
sem_images/data/sem_0004_5.jpg,sem_images/data/sem_0004_5_depth.png
sem_images/data/sem_0005_1.jpg,sem_images/data/sem_0005_1_depth.png
sem_images/data/sem_0005_2.jpg,sem_images/data/sem_0005_2_depth.png
sem_images/data/sem_0005_3.jpg,sem_images/data/sem_0005_3_depth.png
sem_images/data/sem_0005_4.jpg,sem_images/data/sem_0005_4_depth.png
sem_images/data/sem_0005_5.jpg,sem_images/data/sem_0005_5_depth.png
sem_images/data/sem_0006_1.jpg,sem_images/data/sem_0006_1_depth.png
sem_images/data/sem_0006_2.jpg,sem_images/data/sem_0006_2_depth.png
sem_images/data/sem_0006_3.jpg,sem_images/data/sem_0006_3_depth.png
sem_images/data/sem_0006_4.jpg,sem_images/data/sem_0006_4_depth.png
sem_images/data/sem_0006_5.jpg,sem_images/data/sem_0006_5_depth.png
sem_images/data/sem_0007_1.jpg,sem_images/data/sem_0007_1_depth.png
sem_images/data/sem_0007_2.jpg,sem_images/data/sem_0007_2_depth.png
sem_images/data/sem_0007_3.jpg,sem_images/data/sem_0007_3_depth.png
sem_images/data/sem_0007_4.jpg,sem_images/data/sem_0007_4_depth.png
sem_images/data/sem_0007_5.jpg,sem_images/data/sem_0007_5_depth.png
sem_images/data/sem_0008_1.jpg,sem_images/data/sem_0008_1_depth.png
sem_images/data/sem_0008_2.jpg,sem_images/data/sem_0008_2_depth.png
sem_images/data/sem_0008_3.jpg,sem_images/data/sem_0008_3_depth.png
sem_images/data/sem_0008_4.jpg,sem_images/data/sem_0008_4_depth.png
sem_images/data/sem_0008_5.jpg,sem_images/data/sem_0008_5_depth.png
sem_images/data/sem_0009_1.jpg,sem_images/data/sem_0009_1_depth.png
sem_images/data/sem_0009_2.jpg,sem_images/data/sem_0009_2_depth.png
sem_images/data/sem_0009_3.jpg,sem_images/data/sem_0009_3_depth.png
sem_images/data/sem_0009_4.jpg,sem_images/data/sem_0009_4_depth.png
sem_images/data/sem_0009_5.jpg,sem_images/data/sem_0009_5_depth.png
sem_images/data/sem_0010_1.jpg,sem_images/data/sem_0010_1_depth.png
sem_images/data/sem_0010_2.jpg,sem_images/data/sem_0010_2_depth.png
sem_images/data/sem_0010_3.jpg,sem_images/data/sem_0010_3_depth.png
sem_images/data/sem_0010_4.jpg,sem_images/data/sem_0010_4_depth.png
sem_images/data/sem_0010_5.jpg,sem_images/data/sem_0010_5_depth.png
sem_images/data/sem_0011_1.jpg,sem_images/data/sem_0011_1_depth.png
sem_images/data/sem_0011_2.jpg,sem_images/data/sem_0011_2_depth.png
sem_images/data/sem_0011_3.jpg,sem_images/data/sem_0011_3_depth.png
sem_images/data/sem_0011_4.jpg,sem_images/data/sem_0011_4_depth.png
sem_images/data/sem_0011_5.jpg,sem_images/data/sem_0011_5_depth.png
sem_images/data/sem_0012_1.jpg,sem_images/data/sem_0012_1_depth.png
sem_images/data/sem_0012_2.jpg,sem_images/data/sem_0012_2_depth.png
sem_images/data/sem_0012_3.jpg,sem_images/data/sem_0012_3_depth.png
sem_images/data/sem_0012_4.jpg,sem_images/data/sem_0012_4_depth.png
sem_images/data/sem_0012_5.jpg,sem_images/data/sem_0012_5_depth.png
sem_images/data/sem_0013_1.jpg,sem_images/data/sem_0013_1_depth.png
sem_images/data/sem_0013_2.jpg,sem_images/data/sem_0013_2_depth.png
sem_images/data/sem_0013_3.jpg,sem_images/data/sem_0013_3_depth.png
sem_images/data/sem_0013_4.jpg,sem_images/data/sem_0013_4_depth.png
sem_images/data/sem_0013_5.jpg,sem_images/data/sem_0013_5_depth.png
sem_images/data/sem_0014_1.jpg,sem_images/data/sem_0014_1_depth.png
sem_images/data/sem_0014_2.jpg,sem_images/data/sem_0014_2_depth.png
sem_images/data/sem_0014_3.jpg,sem_images/data/sem_0014_3_depth.png
sem_images/data/sem_0014_4.jpg,sem_images/data/sem_0014_4_depth.png
sem_images/data/sem_0014_5.jpg,sem_images/data/sem_0014_5_depth.png
sem_images/data/sem_0015_1.jpg,sem_images/data/sem_0015_1_depth.png
sem_images/data/sem_0015_2.jpg,sem_images/data/sem_0015_2_depth.png
sem_images/data/sem_0015_3.jpg,sem_images/data/sem_0015_3_depth.png
sem_images/data/sem_0015_4.jpg,sem_images/data/sem_0015_4_depth.png
sem_images/data/sem_0015_5.jpg,sem_images/data/sem_0015_5_depth.png
sem_images/data/sem_0016_1.jpg,sem_images/data/sem_0016_1_depth.png
sem_images/data/sem_0016_2.jpg,sem_images/data/sem_0016_2_depth.png
sem_images/data/sem_0016_3.jpg,sem_images/data/sem_0016_3_depth.png
sem_images/data/sem_0016_4.jpg,sem_images/data/sem_0016_4_depth.png
sem_images/data/sem_0016_5.jpg,sem_images/data/sem_0016_5_depth.png
